Action,Prefix,Two-letter ISO Country Code,Description,Country Subdivision
,,,,
add,447859,GB,H3g Mobile,United Kingdom
,,,,
add,447861,GB,H3g Mobile,United Kingdom
,,,,
add,447862,GB,H3g Mobile,United Kingdom
,,,,
add,447863,GB,H3g Mobile,United Kingdom
,,,,
add,447865,GB,H3g Mobile,United Kingdom
,,,,
add,447868,GB,H3g Mobile,United Kingdom
,,,,
add,447869,GB,H3g Mobile,United Kingdom
,,,,
add,447877,GB,H3g Mobile,United Kingdom
,,,,
add,447878,GB,H3g Mobile,United Kingdom
,,,,
add,447882,GB,H3g Mobile,United Kingdom
,,,,
add,447883,GB,H3g Mobile,United Kingdom
,,,,
add,447886,GB,H3g Mobile,United Kingdom
,,,,
add,447888,GB,H3g Mobile,United Kingdom
,,,,
add,447897,GB,H3g Mobile,United Kingdom
,,,,
add,447898,GB,H3g Mobile,United Kingdom
,,,,
add,447915,GB,H3g Mobile,United Kingdom
,,,,
add,447916,GB,H3g Mobile,United Kingdom
,,,,
add,447988,GB,H3g Mobile,United Kingdom
,,,,
add,44203,GB,London,United Kingdom
,,,,
add,44207,GB,London,United Kingdom
,,,,
add,44208,GB,London,United Kingdom
,,,,
add,447,GB,Mobile,United Kingdom
,,,,
add,4470,GB,Mobile Pns,United Kingdom
,,,,
add,447106,GB,O2 Mobile,United Kingdom
,,,,
add,447107,GB,O2 Mobile,United Kingdom
,,,,
add,447381,GB,O2 Mobile,United Kingdom
,,,,
add,447382,GB,O2 Mobile,United Kingdom
,,,,
add,447394,GB,O2 Mobile,United Kingdom
,,,,
add,447395,GB,O2 Mobile,United Kingdom
,,,,
add,447430,GB,O2 Mobile,United Kingdom
,,,,
add,447431,GB,O2 Mobile,United Kingdom
,,,,
add,447461,GB,O2 Mobile,United Kingdom
,,,,
add,447489,GB,O2 Mobile,United Kingdom
,,,,
add,447499,GB,O2 Mobile,United Kingdom
,,,,
add,44751,GB,O2 Mobile,United Kingdom
,,,,
add,447521,GB,O2 Mobile,United Kingdom
,,,,
add,447522,GB,O2 Mobile,United Kingdom
,,,,
add,447523,GB,O2 Mobile,United Kingdom
,,,,
add,447525,GB,O2 Mobile,United Kingdom
,,,,
add,447526,GB,O2 Mobile,United Kingdom
,,,,
add,44754,GB,O2 Mobile,United Kingdom
,,,,
add,44756,GB,O2 Mobile,United Kingdom
,,,,
add,44759,GB,O2 Mobile,United Kingdom
,,,,
add,447701,GB,O2 Mobile,United Kingdom
,,,,
add,447702,GB,O2 Mobile,United Kingdom
,,,,
add,447703,GB,O2 Mobile,United Kingdom
,,,,
add,447704,GB,O2 Mobile,United Kingdom
,,,,
add,447705,GB,O2 Mobile,United Kingdom
,,,,
add,447706,GB,O2 Mobile,United Kingdom
,,,,
add,447707,GB,O2 Mobile,United Kingdom
,,,,
add,447708,GB,O2 Mobile,United Kingdom
,,,,
add,447709,GB,O2 Mobile,United Kingdom
,,,,
add,447710,GB,O2 Mobile,United Kingdom
,,,,
add,447711,GB,O2 Mobile,United Kingdom
,,,,
add,447712,GB,O2 Mobile,United Kingdom
,,,,
add,447713,GB,O2 Mobile,United Kingdom
,,,,
add,447714,GB,O2 Mobile,United Kingdom
,,,,
add,447715,GB,O2 Mobile,United Kingdom
,,,,
add,447716,GB,O2 Mobile,United Kingdom
,,,,
add,447718,GB,O2 Mobile,United Kingdom
,,,,
add,447719,GB,O2 Mobile,United Kingdom
,,,,
add,447720,GB,O2 Mobile,United Kingdom
,,,,
add,447724,GB,O2 Mobile,United Kingdom
,,,,
add,447725,GB,O2 Mobile,United Kingdom
,,,,
add,447729,GB,O2 Mobile,United Kingdom
,,,,
add,447730,GB,O2 Mobile,United Kingdom
,,,,
add,447731,GB,O2 Mobile,United Kingdom
,,,,
add,447732,GB,O2 Mobile,United Kingdom
,,,,
add,447734,GB,O2 Mobile,United Kingdom
,,,,
add,447736,GB,O2 Mobile,United Kingdom
,,,,
add,447738,GB,O2 Mobile,United Kingdom
,,,,
add,447739,GB,O2 Mobile,United Kingdom
,,,,
add,447740,GB,O2 Mobile,United Kingdom
,,,,
add,447742,GB,O2 Mobile,United Kingdom
,,,,
add,447743,GB,O2 Mobile,United Kingdom
,,,,
add,447745,GB,O2 Mobile,United Kingdom
,,,,
add,447746,GB,O2 Mobile,United Kingdom
,,,,
add,447749,GB,O2 Mobile,United Kingdom
,,,,
add,447750,GB,O2 Mobile,United Kingdom
,,,,
add,447751,GB,O2 Mobile,United Kingdom
,,,,
add,447752,GB,O2 Mobile,United Kingdom
,,,,
add,4477531,GB,O2 Mobile,United Kingdom
,,,,
add,4477532,GB,O2 Mobile,United Kingdom
,,,,
add,4477533,GB,O2 Mobile,United Kingdom
,,,,
add,4477534,GB,O2 Mobile,United Kingdom
,,,,
add,4477535,GB,O2 Mobile,United Kingdom
,,,,
add,4477536,GB,O2 Mobile,United Kingdom
,,,,
add,4477537,GB,O2 Mobile,United Kingdom
,,,,
add,4477538,GB,O2 Mobile,United Kingdom
,,,,
add,4477539,GB,O2 Mobile,United Kingdom
,,,,
add,447754,GB,O2 Mobile,United Kingdom
,,,,
add,447756,GB,O2 Mobile,United Kingdom
,,,,
add,447759,GB,O2 Mobile,United Kingdom
,,,,
add,447761,GB,O2 Mobile,United Kingdom
,,,,
add,447762,GB,O2 Mobile,United Kingdom
,,,,
add,447763,GB,O2 Mobile,United Kingdom
,,,,
add,447764,GB,O2 Mobile,United Kingdom
,,,,
add,447783,GB,O2 Mobile,United Kingdom
,,,,
add,447784,GB,O2 Mobile,United Kingdom
,,,,
add,447793,GB,O2 Mobile,United Kingdom
,,,,
add,447801,GB,O2 Mobile,United Kingdom
,,,,
add,447802,GB,O2 Mobile,United Kingdom
,,,,
add,447803,GB,O2 Mobile,United Kingdom
,,,,
add,447808,GB,O2 Mobile,United Kingdom
,,,,
add,447809,GB,O2 Mobile,United Kingdom
,,,,
add,447819,GB,O2 Mobile,United Kingdom
,,,,
add,447820,GB,O2 Mobile,United Kingdom
,,,,
add,447821,GB,O2 Mobile,United Kingdom
,,,,
add,447834,GB,O2 Mobile,United Kingdom
,,,,
add,447835,GB,O2 Mobile,United Kingdom
,,,,
add,447840,GB,O2 Mobile,United Kingdom
,,,,
add,447841,GB,O2 Mobile,United Kingdom
,,,,
add,447842,GB,O2 Mobile,United Kingdom
,,,,
add,447843,GB,O2 Mobile,United Kingdom
,,,,
add,447844,GB,O2 Mobile,United Kingdom
,,,,
add,447845,GB,O2 Mobile,United Kingdom
,,,,
add,447849,GB,O2 Mobile,United Kingdom
,,,,
add,447850,GB,O2 Mobile,United Kingdom
,,,,
add,447851,GB,O2 Mobile,United Kingdom
,,,,
add,447856,GB,O2 Mobile,United Kingdom
,,,,
add,447857,GB,O2 Mobile,United Kingdom
,,,,
add,447858,GB,O2 Mobile,United Kingdom
,,,,
add,447860,GB,O2 Mobile,United Kingdom
,,,,
add,4478640,GB,O2 Mobile,United Kingdom
,,,,
add,4478641,GB,O2 Mobile,United Kingdom
,,,,
add,4478642,GB,O2 Mobile,United Kingdom
,,,,
add,4478643,GB,O2 Mobile,United Kingdom
,,,,
add,4478645,GB,O2 Mobile,United Kingdom
,,,,
add,4478646,GB,O2 Mobile,United Kingdom
,,,,
add,4478647,GB,O2 Mobile,United Kingdom
,,,,
add,4478648,GB,O2 Mobile,United Kingdom
,,,,
add,4478649,GB,O2 Mobile,United Kingdom
,,,,
add,447871,GB,O2 Mobile,United Kingdom
,,,,
add,4478720,GB,O2 Mobile,United Kingdom
,,,,
add,4478721,GB,O2 Mobile,United Kingdom
,,,,
add,4478723,GB,O2 Mobile,United Kingdom
,,,,
add,4478724,GB,O2 Mobile,United Kingdom
,,,,
add,4478725,GB,O2 Mobile,United Kingdom
,,,,
add,4478726,GB,O2 Mobile,United Kingdom
,,,,
add,4478728,GB,O2 Mobile,United Kingdom
,,,,
add,4478729,GB,O2 Mobile,United Kingdom
,,,,
add,4478731,GB,O2 Mobile,United Kingdom
,,,,
add,4478732,GB,O2 Mobile,United Kingdom
,,,,
add,4478733,GB,O2 Mobile,United Kingdom
,,,,
add,4478734,GB,O2 Mobile,United Kingdom
,,,,
add,4478735,GB,O2 Mobile,United Kingdom
,,,,
add,4478736,GB,O2 Mobile,United Kingdom
,,,,
add,4478737,GB,O2 Mobile,United Kingdom
,,,,
add,4478738,GB,O2 Mobile,United Kingdom
,,,,
add,4478739,GB,O2 Mobile,United Kingdom
,,,,
add,4478740,GB,O2 Mobile,United Kingdom
,,,,
add,4478741,GB,O2 Mobile,United Kingdom
,,,,
add,4478742,GB,O2 Mobile,United Kingdom
,,,,
add,4478743,GB,O2 Mobile,United Kingdom
,,,,
add,4478746,GB,O2 Mobile,United Kingdom
,,,,
add,4478747,GB,O2 Mobile,United Kingdom
,,,,
add,4478748,GB,O2 Mobile,United Kingdom
,,,,
add,4478749,GB,O2 Mobile,United Kingdom
,,,,
add,447885,GB,O2 Mobile,United Kingdom
,,,,
add,447889,GB,O2 Mobile,United Kingdom
,,,,
add,4478923,GB,O2 Mobile,United Kingdom
,,,,
add,4478924,GB,O2 Mobile,United Kingdom
,,,,
add,4478926,GB,O2 Mobile,United Kingdom
,,,,
add,4478927,GB,O2 Mobile,United Kingdom
,,,,
add,4478928,GB,O2 Mobile,United Kingdom
,,,,
add,4478929,GB,O2 Mobile,United Kingdom
,,,,
add,4478932,GB,O2 Mobile,United Kingdom
,,,,
add,4478934,GB,O2 Mobile,United Kingdom
,,,,
add,4478935,GB,O2 Mobile,United Kingdom
,,,,
add,4478936,GB,O2 Mobile,United Kingdom
,,,,
add,4478937,GB,O2 Mobile,United Kingdom
,,,,
add,447894,GB,O2 Mobile,United Kingdom
,,,,
add,447895,GB,O2 Mobile,United Kingdom
,,,,
add,447902,GB,O2 Mobile,United Kingdom
,,,,
add,447907,GB,O2 Mobile,United Kingdom
,,,,
add,447912,GB,O2 Mobile,United Kingdom
,,,,
add,447921,GB,O2 Mobile,United Kingdom
,,,,
add,447922,GB,O2 Mobile,United Kingdom
,,,,
add,447923,GB,O2 Mobile,United Kingdom
,,,,
add,447925,GB,O2 Mobile,United Kingdom
,,,,
add,447926,GB,O2 Mobile,United Kingdom
,,,,
add,447927,GB,O2 Mobile,United Kingdom
,,,,
add,447928,GB,O2 Mobile,United Kingdom
,,,,
add,447933,GB,O2 Mobile,United Kingdom
,,,,
add,447934,GB,O2 Mobile,United Kingdom
,,,,
add,447935,GB,O2 Mobile,United Kingdom
,,,,
add,447936,GB,O2 Mobile,United Kingdom
,,,,
add,447938,GB,O2 Mobile,United Kingdom
,,,,
add,447955,GB,O2 Mobile,United Kingdom
,,,,
add,447999,GB,O2 Mobile,United Kingdom
,,,,
add,447409,GB,Orange Mobile,United Kingdom
,,,,
add,447410,GB,Orange Mobile,United Kingdom
,,,,
add,447416,GB,Orange Mobile,United Kingdom
,,,,
add,447419,GB,Orange Mobile,United Kingdom
,,,,
add,447420,GB,Orange Mobile,United Kingdom
,,,,
add,447421,GB,Orange Mobile,United Kingdom
,,,,
add,447422,GB,Orange Mobile,United Kingdom
,,,,
add,447527,GB,Orange Mobile,United Kingdom
,,,,
add,447528,GB,Orange Mobile,United Kingdom
,,,,
add,447529,GB,Orange Mobile,United Kingdom
,,,,
add,447530,GB,Orange Mobile,United Kingdom
,,,,
add,447531,GB,Orange Mobile,United Kingdom
,,,,
add,4475320,GB,Orange Mobile,United Kingdom
,,,,
add,4475321,GB,Orange Mobile,United Kingdom
,,,,
add,4475322,GB,Orange Mobile,United Kingdom
,,,,
add,4475323,GB,Orange Mobile,United Kingdom
,,,,
add,4475324,GB,Orange Mobile,United Kingdom
,,,,
add,447536,GB,Orange Mobile,United Kingdom
,,,,
add,447556,GB,Orange Mobile,United Kingdom
,,,,
add,447579,GB,Orange Mobile,United Kingdom
,,,,
add,447580,GB,Orange Mobile,United Kingdom
,,,,
add,447581,GB,Orange Mobile,United Kingdom
,,,,
add,447582,GB,Orange Mobile,United Kingdom
,,,,
add,447583,GB,Orange Mobile,United Kingdom
,,,,
add,447772,GB,Orange Mobile,United Kingdom
,,,,
add,447773,GB,Orange Mobile,United Kingdom
,,,,
add,447779,GB,Orange Mobile,United Kingdom
,,,,
add,447790,GB,Orange Mobile,United Kingdom
,,,,
add,447791,GB,Orange Mobile,United Kingdom
,,,,
add,447792,GB,Orange Mobile,United Kingdom
,,,,
add,447794,GB,Orange Mobile,United Kingdom
,,,,
add,447800,GB,Orange Mobile,United Kingdom
,,,,
add,447805,GB,Orange Mobile,United Kingdom
,,,,
add,447807,GB,Orange Mobile,United Kingdom
,,,,
add,447811,GB,Orange Mobile,United Kingdom
,,,,
add,447812,GB,Orange Mobile,United Kingdom
,,,,
add,447813,GB,Orange Mobile,United Kingdom
,,,,
add,447814,GB,Orange Mobile,United Kingdom
,,,,
add,447815,GB,Orange Mobile,United Kingdom
,,,,
add,447816,GB,Orange Mobile,United Kingdom
,,,,
add,447817,GB,Orange Mobile,United Kingdom
,,,,
add,447837,GB,Orange Mobile,United Kingdom
,,,,
add,447854,GB,Orange Mobile,United Kingdom
,,,,
add,447855,GB,Orange Mobile,United Kingdom
,,,,
add,447866,GB,Orange Mobile,United Kingdom
,,,,
add,447870,GB,Orange Mobile,United Kingdom
,,,,
add,447875,GB,Orange Mobile,United Kingdom
,,,,
add,447890,GB,Orange Mobile,United Kingdom
,,,,
add,447891,GB,Orange Mobile,United Kingdom
,,,,
add,447896,GB,Orange Mobile,United Kingdom
,,,,
add,447929,GB,Orange Mobile,United Kingdom
,,,,
add,447964,GB,Orange Mobile,United Kingdom
,,,,
add,447965,GB,Orange Mobile,United Kingdom
,,,,
add,447966,GB,Orange Mobile,United Kingdom
,,,,
add,447967,GB,Orange Mobile,United Kingdom
,,,,
add,447968,GB,Orange Mobile,United Kingdom
,,,,
add,447969,GB,Orange Mobile,United Kingdom
,,,,
add,447970,GB,Orange Mobile,United Kingdom
,,,,
add,447971,GB,Orange Mobile,United Kingdom
,,,,
add,447972,GB,Orange Mobile,United Kingdom
,,,,
add,447973,GB,Orange Mobile,United Kingdom
,,,,
add,447974,GB,Orange Mobile,United Kingdom
,,,,
add,447975,GB,Orange Mobile,United Kingdom
,,,,
add,447976,GB,Orange Mobile,United Kingdom
,,,,
add,447977,GB,Orange Mobile,United Kingdom
,,,,
add,447980,GB,Orange Mobile,United Kingdom
,,,,
add,447989,GB,Orange Mobile,United Kingdom
,,,,
add,44,GB,Other,United Kingdom
,,,,
add,44843,GB,Special Nts 845,United Kingdom
,,,,
add,44844,GB,Special Nts 845,United Kingdom
,,,,
add,44845,GB,Special Nts 845,United Kingdom
,,,,
add,44870,GB,Special Nts 870,United Kingdom
,,,,
add,44871,GB,Special Nts 870,United Kingdom
,,,,
add,44872,GB,Special Nts 870,United Kingdom
,,,,
add,44873,GB,Special Nts 870,United Kingdom
,,,,
add,447375,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447376,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447377,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447398,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447399,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447415,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447432,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447433,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447434,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447483,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447484,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447485,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447486,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447487,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447494,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447495,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447496,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447497,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447498,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447504,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447505,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447506,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447507,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447508,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447534,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447535,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447538,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447539,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447550,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447572,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447573,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447574,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447722,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447726,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447757,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447758,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447804,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447806,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447847,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447852,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447903,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447904,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447905,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447906,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447908,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447910,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447913,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447914,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447930,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447931,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447932,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447939,GB,T-Mobile Mobile,United Kingdom
,,,,
add,44794,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447950,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447951,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447952,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447953,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447954,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447956,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447957,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447958,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447959,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447960,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447961,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447962,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447963,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447981,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447982,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447983,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447984,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447985,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447986,GB,T-Mobile Mobile,United Kingdom
,,,,
add,447987,GB,T-Mobile Mobile,United Kingdom
,,,,
add,443,GB,Uk Wide Non Geographic,United Kingdom
,,,,
add,447340,GB,Vodafone Mobile,United Kingdom
,,,,
add,447341,GB,Vodafone Mobile,United Kingdom
,,,,
add,447342,GB,Vodafone Mobile,United Kingdom
,,,,
add,447379,GB,Vodafone Mobile,United Kingdom
,,,,
add,447387,GB,Vodafone Mobile,United Kingdom
,,,,
add,447388,GB,Vodafone Mobile,United Kingdom
,,,,
add,447391,GB,Vodafone Mobile,United Kingdom
,,,,
add,447392,GB,Vodafone Mobile,United Kingdom
,,,,
add,447393,GB,Vodafone Mobile,United Kingdom
,,,,
add,447396,GB,Vodafone Mobile,United Kingdom
,,,,
add,447407,GB,Vodafone Mobile,United Kingdom
,,,,
add,447423,GB,Vodafone Mobile,United Kingdom
,,,,
add,447425,GB,Vodafone Mobile,United Kingdom
,,,,
add,447435,GB,Vodafone Mobile,United Kingdom
,,,,
add,447436,GB,Vodafone Mobile,United Kingdom
,,,,
add,447437,GB,Vodafone Mobile,United Kingdom
,,,,
add,447442,GB,Vodafone Mobile,United Kingdom
,,,,
add,447443,GB,Vodafone Mobile,United Kingdom
,,,,
add,447444,GB,Vodafone Mobile,United Kingdom
,,,,
add,447464,GB,Vodafone Mobile,United Kingdom
,,,,
add,447467,GB,Vodafone Mobile,United Kingdom
,,,,
add,447468,GB,Vodafone Mobile,United Kingdom
,,,,
add,447469,GB,Vodafone Mobile,United Kingdom
,,,,
add,447470,GB,Vodafone Mobile,United Kingdom
,,,,
add,447471,GB,Vodafone Mobile,United Kingdom
,,,,
add,447493,GB,Vodafone Mobile,United Kingdom
,,,,
add,447500,GB,Vodafone Mobile,United Kingdom
,,,,
add,447501,GB,Vodafone Mobile,United Kingdom
,,,,
add,447502,GB,Vodafone Mobile,United Kingdom
,,,,
add,447503,GB,Vodafone Mobile,United Kingdom
,,,,
add,4475374,GB,Vodafone Mobile,United Kingdom
,,,,
add,447551,GB,Vodafone Mobile,United Kingdom
,,,,
add,447552,GB,Vodafone Mobile,United Kingdom
,,,,
add,447553,GB,Vodafone Mobile,United Kingdom
,,,,
add,447554,GB,Vodafone Mobile,United Kingdom
,,,,
add,447555,GB,Vodafone Mobile,United Kingdom
,,,,
add,447557,GB,Vodafone Mobile,United Kingdom
,,,,
add,447570,GB,Vodafone Mobile,United Kingdom
,,,,
add,447584,GB,Vodafone Mobile,United Kingdom
,,,,
add,447585,GB,Vodafone Mobile,United Kingdom
,,,,
add,447586,GB,Vodafone Mobile,United Kingdom
,,,,
add,447587,GB,Vodafone Mobile,United Kingdom
,,,,
add,447717,GB,Vodafone Mobile,United Kingdom
,,,,
add,447721,GB,Vodafone Mobile,United Kingdom
,,,,
add,447733,GB,Vodafone Mobile,United Kingdom
,,,,
add,447741,GB,Vodafone Mobile,United Kingdom
,,,,
add,447747,GB,Vodafone Mobile,United Kingdom
,,,,
add,447748,GB,Vodafone Mobile,United Kingdom
,,,,
add,447760,GB,Vodafone Mobile,United Kingdom
,,,,
add,447765,GB,Vodafone Mobile,United Kingdom
,,,,
add,447766,GB,Vodafone Mobile,United Kingdom
,,,,
add,447767,GB,Vodafone Mobile,United Kingdom
,,,,
add,447768,GB,Vodafone Mobile,United Kingdom
,,,,
add,447769,GB,Vodafone Mobile,United Kingdom
,,,,
add,447770,GB,Vodafone Mobile,United Kingdom
,,,,
add,447771,GB,Vodafone Mobile,United Kingdom
,,,,
add,447774,GB,Vodafone Mobile,United Kingdom
,,,,
add,447775,GB,Vodafone Mobile,United Kingdom
,,,,
add,447776,GB,Vodafone Mobile,United Kingdom
,,,,
add,447778,GB,Vodafone Mobile,United Kingdom
,,,,
add,447780,GB,Vodafone Mobile,United Kingdom
,,,,
add,447785,GB,Vodafone Mobile,United Kingdom
,,,,
add,447786,GB,Vodafone Mobile,United Kingdom
,,,,
add,447787,GB,Vodafone Mobile,United Kingdom
,,,,
add,447788,GB,Vodafone Mobile,United Kingdom
,,,,
add,447789,GB,Vodafone Mobile,United Kingdom
,,,,
add,447795,GB,Vodafone Mobile,United Kingdom
,,,,
add,447796,GB,Vodafone Mobile,United Kingdom
,,,,
add,447798,GB,Vodafone Mobile,United Kingdom
,,,,
add,447799,GB,Vodafone Mobile,United Kingdom
,,,,
add,447810,GB,Vodafone Mobile,United Kingdom
,,,,
add,447818,GB,Vodafone Mobile,United Kingdom
,,,,
add,447823,GB,Vodafone Mobile,United Kingdom
,,,,
add,447824,GB,Vodafone Mobile,United Kingdom
,,,,
add,447825,GB,Vodafone Mobile,United Kingdom
,,,,
add,447826,GB,Vodafone Mobile,United Kingdom
,,,,
add,447827,GB,Vodafone Mobile,United Kingdom
,,,,
add,447831,GB,Vodafone Mobile,United Kingdom
,,,,
add,447833,GB,Vodafone Mobile,United Kingdom
,,,,
add,447836,GB,Vodafone Mobile,United Kingdom
,,,,
add,447867,GB,Vodafone Mobile,United Kingdom
,,,,
add,447876,GB,Vodafone Mobile,United Kingdom
,,,,
add,447879,GB,Vodafone Mobile,United Kingdom
,,,,
add,447880,GB,Vodafone Mobile,United Kingdom
,,,,
add,447881,GB,Vodafone Mobile,United Kingdom
,,,,
add,447884,GB,Vodafone Mobile,United Kingdom
,,,,
add,447887,GB,Vodafone Mobile,United Kingdom
,,,,
add,447899,GB,Vodafone Mobile,United Kingdom
,,,,
add,447900,GB,Vodafone Mobile,United Kingdom
,,,,
add,447901,GB,Vodafone Mobile,United Kingdom
,,,,
add,447909,GB,Vodafone Mobile,United Kingdom
,,,,
add,447917,GB,Vodafone Mobile,United Kingdom
,,,,
add,447918,GB,Vodafone Mobile,United Kingdom
,,,,
add,447919,GB,Vodafone Mobile,United Kingdom
,,,,
add,447920,GB,Vodafone Mobile,United Kingdom
,,,,
add,447979,GB,Vodafone Mobile,United Kingdom
,,,,
add,447990,GB,Vodafone Mobile,United Kingdom
,,,,
add,888,--,All Country,United Nations-Ocha
,,,,
add,87810,--,All Country,Upt
,,,,
add,59891,UY,Ancel Mobile,Uruguay
,,,,
add,59892,UY,Ancel Mobile,Uruguay
,,,,
add,59898,UY,Ancel Mobile,Uruguay
,,,,
add,59899,UY,Ancel Mobile,Uruguay
,,,,
add,59896,UY,Claro Mobile,Uruguay
,,,,
add,59897,UY,Claro Mobile,Uruguay
,,,,
add,5989,UY,Mobile,Uruguay
,,,,
add,5981,UY,Montevideo,Uruguay
,,,,
add,5982,UY,Montevideo,Uruguay
,,,,
add,59893,UY,Movistar Mobile,Uruguay
,,,,
add,59894,UY,Movistar Mobile,Uruguay
,,,,
add,59895,UY,Movistar Mobile,Uruguay
,,,,
add,598,UY,Other,Uruguay
,,,,
add,1201555,US,Directory Assistance,Usa
,,,,
add,1202555,US,Directory Assistance,Usa
,,,,
add,1203555,US,Directory Assistance,Usa
,,,,
add,1205555,US,Directory Assistance,Usa
,,,,
add,1206555,US,Directory Assistance,Usa
,,,,
add,1207555,US,Directory Assistance,Usa
,,,,
add,1208555,US,Directory Assistance,Usa
,,,,
add,1209555,US,Directory Assistance,Usa
,,,,
add,1210555,US,Directory Assistance,Usa
,,,,
add,1212555,US,Directory Assistance,Usa
,,,,
add,1213555,US,Directory Assistance,Usa
,,,,
add,1214555,US,Directory Assistance,Usa
,,,,
add,1215555,US,Directory Assistance,Usa
,,,,
add,1216555,US,Directory Assistance,Usa
,,,,
add,1217555,US,Directory Assistance,Usa
,,,,
add,1218555,US,Directory Assistance,Usa
,,,,
add,1219555,US,Directory Assistance,Usa
,,,,
add,1224555,US,Directory Assistance,Usa
,,,,
add,1225555,US,Directory Assistance,Usa
,,,,
add,1228555,US,Directory Assistance,Usa
,,,,
add,1229555,US,Directory Assistance,Usa
,,,,
add,1231555,US,Directory Assistance,Usa
,,,,
add,1234555,US,Directory Assistance,Usa
,,,,
add,1239555,US,Directory Assistance,Usa
,,,,
add,1240555,US,Directory Assistance,Usa
,,,,
add,1248555,US,Directory Assistance,Usa
,,,,
add,1251555,US,Directory Assistance,Usa
,,,,
add,1252555,US,Directory Assistance,Usa
,,,,
add,1253555,US,Directory Assistance,Usa
,,,,
add,1254555,US,Directory Assistance,Usa
,,,,
add,1256555,US,Directory Assistance,Usa
,,,,
add,1260555,US,Directory Assistance,Usa
,,,,
add,1262555,US,Directory Assistance,Usa
,,,,
add,1267555,US,Directory Assistance,Usa
,,,,
add,1269555,US,Directory Assistance,Usa
,,,,
add,1270555,US,Directory Assistance,Usa
,,,,
